method,seed,solution,water,deficit,excess,schedule
NSGA_II,261400,10,7.772460874280722,180.92719373428216,0.0,"[1.660898560540069, 0.0, 0.3292998800710293, 2.920283327540277, 1.2682852301070857, 0.17499785285057834, 0.4882765568665469, 0.33416705375085193, 0.0, 0.3695679796121817, 0.047963240337266934, 0.091161542365916, 0.0, 0.08755965023891915]"
NSGA_II,261400,11,9.830101949236642,174.47811725970064,0.0,"[1.6849977228971507, 0.3500628938842367, 1.5536347586380024, 1.3581384092136224, 1.3069584098966391, 0.38703701934904217, 0.007986152454343512, 0.34963954142928455, 1.3976832558528038, 0.32102300449501797, 0.789716038019996, 0.17938240362236024, 0.05512979405700596, 0.08871254542713494]"
NSGA_II,261400,12,12.521238588744243,132.51128721303846,0.0,"[2.5205039174505406, 1.4158661078209067, 2.0158519268793995, 3.559993567334473, 1.2089607461413063, 0.5493244432977777, 0.3516493276378396, 0.3442962240392742, 0.041503312298675585, 0.2779033082257423, 0.00024913051937118465, 0.11560247176343665, 0.0543715650138942, 0.06516254032160325]"
NSGA_II,261400,13,32.45424561626376,7.011508767472474,14.832181424952324,"[2.6611071526937056, 12.0, 2.658126316626717, 4.078686639375876, 7.669489513202404, 0.0, 1.1919252978662143, 0.27601377609757166, 0.49326544556695956, 0.4215264848414925, 0.17815023433669147, 0.8228214775081929, 0.0031332781479371506, 0.0]"
NSGA_II,261400,14,20.74517340255556,62.86122104553085,0.0,"[3.2005504753734497, 3.854891958353988, 1.3270879648334368, 2.521900938612722, 7.021476132211438, 1.0639462035462834, 0.5062988322284847, 0.24615589287338274, 0.6077154116242428, 0.31351793891086455, 0.027620439282885656, 0.0, 0.01624503210113308, 0.03776618260325511]"
NSGA_II,261400,15,14.092652007177067,118.11769606227834,0.0,"[3.32375501895174, 3.9016710319198666, 1.3300473115369194, 0.5412710030798694, 1.938898205233272, 1.3992952407074941, 0.8277053575355043, 0.3354978745780659, 0.0, 0.2970904210056702, 0.05262547481989307, 0.016456583570250455, 0.06360105785231152, 0.06473742638621281]"
NSGA_II,261400,16,18.346260283908137,82.82412967020423,0.0,"[3.3525668173934076, 6.266360037317259, 1.9825847393699143, 0.69169255680145, 2.6158811501416985, 0.7667521183149617, 1.104033320769045, 0.1974368179748054, 0.41476303708044726, 0.3289973764966502, 0.30770180998815405, 0.15354561043332132, 0.07505519572601033, 0.08888969610100896]"
NSGA_II,261400,17,18.99382875431583,75.82201360948704,0.0,"[3.742015546465164, 7.184018568705834, 1.5182264361819338, 0.8556487742543517, 2.698363458220633, 0.4940285543237274, 1.3467995801179133, 0.20218343095779462, 0.3384295291884343, 0.34277098683620405, 0.11257437385462202, 0.047464286782489484, 0.02846733414755967, 0.08283789427917065]"
NSGA_II,261400,18,16.78307767721524,91.8617564168652,0.0,"[3.753370291014323, 3.057646850267426, 1.4435924294906426, 2.1584577080114813, 2.9157360929891105, 2.8965644027960877, 0.0, 0.11095664345201736, 0.12996022484411085, 0.12151869882416245, 0.05568768045634334, 0.11689874311138741, 0.0021151761149286958, 0.020572735843216786]"
NSGA_II,261400,19,28.95181911500287,16.751215637659413,8.565785145712674,"[3.879792970188796, 11.965381282449881, 2.420444260068782, 2.7787085587561746, 5.004280273851727, 0.5644506182722063, 0.8497069711264867, 0.04395847518624741, 0.4502533347453504, 0.41296005140643177, 0.09973883743026062, 0.41834655290893674, 0.02624524107282232, 0.037551687538762035]"
NSGA_II,261400,20,24.06917656038854,41.60385726394949,0.7484741012990455,"[3.9128248637047323, 10.77564923759431, 2.5839709629778342, 1.3743003592049177, 2.8612190203852066, 1.1669083372096887, 0.4187593429928578, 0.10390846006163365, 0.2934666021804731, 0.3013527159994629, 0.12146342798007848, 0.06320508617965784, 0.0037189238062881142, 0.08842922011139728]"
NSGA_II,261400,21,26.420051298475094,27.603625560908277,6.679896117776671,"[3.9219173396152205, 12.0, 2.7023840758192943, 2.3235061303604625, 3.7310622711369956, 0.5504704330600851, 0.0, 0.0, 0.49151806876729026, 0.41015133364960493, 0.10097226125461156, 0.12825471422879495, 0.0, 0.05981467058273545]"
NSGA_II,261400,22,36.90714200071676,0.0,0.0,"[3.982130790295858, 8.022828925695528, 3.3931709340936185, 2.5123514808736367, 2.6232796637138955, 1.0803121613678437, 2.3972066704855055, 1.1961453201838808, 4.320388899175741, 0.5101612099165913, 1.8856626519627002, 2.4378678075986158, 2.545546012499707, 8.94728536380675e-05]"
NSGA_II,261400,23,28.391562513800796,18.926267922032594,7.510377435520027,"[4.063243465757146, 12.0, 2.5439611060170826, 2.6441009151468178, 3.7537402626895986, 0.8295324118463024, 1.2179620065061139, 0.23760951671834946, 0.23894472893083743, 0.3601948481453211, 0.20986611657712786, 0.1474790098753163, 0.06474540941186022, 0.08018271617892439]"
NSGA_II,261400,24,15.371275826707498,106.11630488860582,0.0,"[4.227943068076169, 4.4139793947349695, 0.7814894680357416, 0.9949808414708057, 2.8830155280676526, 0.637490696321201, 0.030602859529006553, 0.3192608476696066, 0.9262326024128195, 0.10631979906238742, 0.0, 0.0, 0.0, 0.049960721327140974]"
NSGA_II,261400,25,36.183622698978674,0.6473773010213257,39.29575997957468,"[4.3998767509661025, 11.799530470110568, 4.194900109889319, 4.767505103149099, 8.12199886186439, 0.2516230288585572, 1.0989724646096222, 0.30217379370414316, 0.6334924346476571, 0.4395480659125236, 0.0, 0.12068966996935694, 0.020648557984740468, 0.032663387312597277]"
NSGA_II,261400,26,36.045829707495095,0.7851702925049082,33.470489000753865,"[4.436163642358072, 11.671589509004729, 2.659459281272323, 3.803472350461478, 8.355944484434326, 2.6813779949040883, 1.4420158312125082, 0.24015591639836223, 0.41160761973380267, 0.071908953625482, 0.16822127242267695, 0.08486187052245364, 0.0, 0.019050981144795344]"
NSGA_II,261400,27,36.13471261010857,0.6962873898914168,34.0926693190483,"[4.525046544971556, 11.671589509004729, 2.659459281272323, 3.803472350461478, 8.355944484434326, 2.6813779949040883, 1.4420158312125082, 0.24015591639836223, 0.41160761973380267, 0.071908953625482, 0.16822127242267695, 0.08486187052245364, 0.0, 0.019050981144795344]"
NSGA_II,261400,28,35.073121780703715,1.810916678817616,24.845427759983664,"[4.528411578359902, 11.883600700704546, 1.649960787694025, 4.933590983957985, 7.188830487116748, 0.9678486717773932, 1.1687753912427548, 0.24720341429378526, 0.39408780283814365, 0.33831683959181513, 0.028830589479125146, 1.6830819383990447, 0.02342235502339847, 0.03716024022504799]"
NSGA_II,261400,29,29.3392873712442,14.771915594617386,12.259124877948306,"[4.586804421100425, 12.0, 2.8449901780452205, 2.901980987538418, 4.0729173651733905, 0.3011693980172945, 1.3103326194112614, 0.30530880629934054, 0.374740037630296, 0.3748774446882414, 0.17047297226403688, 0.06650717181733046, 0.0, 0.02918596925894369]"
